codigo,precio,administracion,latitud,longitud,area,banos,habitaciones,porteria,antiguedad,estado,piso,parqueaderos,estrato,descripcion,pagina,fecha
6607903,350000000,0,4.712979995977591,-74.11954997764879,170.0,2,6,0,30.0,,0,0.0,3.0,"Excelente casa sector Garcés Navas, ubicación ideal para disfrutar con la familia, cerca zona comercial portal 80, la zona cuenta con buena red vial, transporte público, avenida calle 80, autopista Medellín, avenida calle 68, la casa cuenta con acogedor espacio y con gran  iluminación natural, 3 pisos independientes, primer piso sala-comedor, cocina, 1 baño, 3 alcobas, patio, 2 piso tiene 2 alcobas, sala comedor 1 baño, cocina semi-integral, el tercer piso 1 alcoba, 1 salón amplio. Ubicada frente a parque con  Zonas infantiles, senderos para para trote, bahía de parqueo.Cualquier información con Eduardo Rubio cel. 3167431451, email ",finca_raiz,2024-06-14 19:10:45.546
10581279,850000000,500000,4.700727945682618,-74.03574893665339,120.0,4,4,1,23.0,,9,2.0,6.0,"Te presentamos este espectacular apartamento con una privilegiada ubicación y un área construida de 120 M2, este inmueble te ofrece todo lo necesario para vivir cómoda y plenamente en la capital colombiana.

Con un estilo moderno y funcional, este apartamento cuenta con 4 amplias alcobas, estudio y sala de star perfectas para acomodar a tu familia y amigos. Además, su distribución te permite tener privacidad y comodidad en todo momento. En total, encontrarás 4 baños en este inmueble, incluyendo uno auxiliar y uno en la habitación principal, para que no tengas que esperar para utilizar el baño.

Para tu comodidad, este apartamento cuenta con 2 amplios garajes, ideales para proteger tus vehículos de manera segura y conveniente. Y si necesitas un espacio adicional para almacenar tus pertenencias, no te preocupes, ya que también tendrás a tu disposición un depósito.

En cuanto a sus características internas, este apartamento no tiene nada que envidiarle a otros. Cuenta con un baño auxiliar, perfecto para cuando tienes visitas en casa. Además, su habitación principal cuenta con baño privado para que puedas relajarte y disfrutar de tu espacio personal. Y si necesitas un lugar para trabajar o estudiar, encontrarás una cómoda biblioteca/estudio.

Aquí también encontrarás un calentador y una acogedora chimenea, perfectos para disfrutar de un ambiente cálido y acogedor en las noches frías de Bogotá. El citófono/intercomunicador te permitirá comunicarte con tus visitas y el servicio de",finca_raiz,2024-06-14 19:10:45.844
10885418,350000000,221000,4.7122217,-74.076987,72.0,2,3,1,30.0,,5,0.0,4.0,"Se Vende Apartamento ubicado en Niza Norte localidad de Suba, Estrato 4 ,  consta de 3 Alcobas, 2 Closets, 2 baños, Sala comedor, cocina integral, estudio, zona de ropas, calentador.
AREA DE USO SOCIAL: zona juegos para niños, salón social, lobby, gimnasio, celaduría, cancha, , cuenta con citofono,
¡¡ PRECIO NEGOCIABLE!!",finca_raiz,2024-06-14 19:10:46.490
10905394,225000000,0,4.696822699999999,-74.1100482,60.0,2,3,1,23.0,,3,0.0,3.0,"Vendo excelente oportunidad de apartamento ubicado en zarzamora con vías de acceso como la av. ciudad de Cali, cl 72, cl 80 y cerca a centros comerciales como CC diver plaza, CC nuestro Bogotá. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral, área de ropas, parqueadero comunal, circuito cerrado de cámaras.",finca_raiz,2024-06-14 19:10:46.892
10969230,960000000,0,4.7111163,-74.0503786,150.0,3,3,1,12.0,,16,2.0,5.0,"0624. * Se Vende o Arrienda Apartamento en Edificio Club house en la Calleja* 

150m2 
Piso 16 exterior esquinero con vista panorámica, remodelado con espacios amplios y confortables y excelente iluminación. 

3 habitaciones cada una con baño privado, dos con vestier + sala de TV + estudio 
Sala comedor con balcón chimenea y baño social. 
Cocina abierta amplia con buen almacenamiento 
Zona de lavandería 

2 parqueaderos independientes 
1 depósito 

Club house: El edificio ofrece servicio de piscina, gimnasio, sauna y turco parque para niños, dos ascensores, planta de suplencia total y vigilancia 24 horas.

Canon arriendo $5.500.00 incluida administración 
Valor de venta: *960 millones*

13 años de construido aprox",finca_raiz,2024-06-14 19:10:47.127
10866534,650000000,620000,4.7271838554898,-74.043803371985,94.0,3,2,0,4.5,,6,2.0,4.0,"EN VENTA APARTAMENTO EN CEDRITOSClub house 💕🔹Área 94m2🔹2 habitaciones 🔹3 baños 🔹balcones amplios☀️ 🔹piso alto, exterior 🔹Cocina abierta 🔹Antigüedad 9 años🔹Zona de lavandería independiente🔹2 parqueaderos🔹depositó grande 🏢🔑💰Precio de venta $650 Millones  💰Administración $627 mil pesos",finca_raiz,2024-06-14 19:10:48.423
10677820,730000000,967000,4.6725645,-74.058864,106.0,2,2,1,23.0,,4,2.0,5.0,"BIENVENIDO!!! Te presentamos este hermoso apartamento ubicado en una de los sectores más codiciados de la ciudad. Cuando lo visites vas a encontrar amplitud y luminosidad que te va a cautivar al instante. Los 106m2 tienen una distribución inteligente con ecxelentes espacios, Cuenta con estudio ideal para trabajar desde casa, una acogedora sala y comedor para compartir momentos inolvidables, balcon amplio, cocina cerrada que ha sido renovada recientemente en carpinteria dandole un toque  moderno y elegante, zona de lavandería independiente, baño de servicio. Sus  2 habitaciones espaciosas, en la principal con baño privado, baño de alcoba auxiliar y destinado como baño social. El apartamento cuenta con una alacena ubicada contigua al apartamento, dos parqueaderos y deposito. Edificio que además de su ubicación se distingue por su mantenimiento impecable, cuenta con ascensor, salon social, vigilancia 24horas, parqueadero de visitantes.
VEN A CONOCERLO!!",finca_raiz,2024-06-14 19:10:48.636
10871697,1050000000,789000,4.692,-74.049,119.0,4,2,1,12.0,Bueno,5,2.0,6.0,"Espectacular apartamento, súper iluminado con vista al parque. Estrato 6, piso 5, exterior, 10 años de construido. 2 cuartos cada uno con baño privado, 4 baños incluido social y servicio, estar de TV o estudio, cuarto y baño de servicio, espectacular terraza de 66 m2 en el segundo piso, balcón en la zona social y cuarto principal, cocina abierta, zona de lavandería, depósito, 2 parqueaderos independientes. Edificio con vigilancia 24 horas, salón social, gimnasio, planta eléctrica en zonas comunes, ascensor, 8 parqueaderos para visitantes.",finca_raiz,2024-06-14 19:10:48.877
10166149,190000000,140000,4.747239,-74.02429529999999,35.0,1,1,1,1.0,,2,0.0,3.0,"Se vende magnifico apartamento de 35mts2 en la Calle 170, norte de Bogotá. 1 habitación, 1 baño completo con ducha, sala comedor en un agradable ambiente, cocina de buenas especificaciones, zona de lavandería dentro del apartamento, completamente terminado y listo para habitar! Edificio con plazoleta comunal exterior, cancha multiple, zona de mascotas, zona de juegos infantiles, salón comunal, bbq, salón de juegos, gimnasio, lavandería comunal y zona de coworking. Parqueaderos comunales y de visitantes. ¡Gran oportunidad!",finca_raiz,2024-06-14 19:10:49.100
5945666,730000000,0,4.629,-74.146,220.0,3,4,0,30.0,Bueno,2,1.0,4.0,"En el corazón de esta  exclusiva zona residencial se encuentra esta bonita casa en venta. Con 4 habitaciones amplias la principal con baño privado y balcon  y 2 baños adicionales  ofrece un amplio espacio de 170  metros cuadrados para disfrutar en familia.  se complementa con un parqueadero privado cubierto. sala con chimenea , comedor independente, dos estudios, patio con zona verde, cuarto de servicio con baño y un deposito,  esta propiedad representa una oportunidad única para aquellos que buscan  comodidad y amplitud en un solo lugar. Vive la experiencia de un hogar de ensueño en este cautivador espacio! contactanos hoy mismo!",finca_raiz,2024-06-14 19:10:49.294
10911654,310000000,260000,4.7652488,-74.0454665,75.0,2,3,1,23.0,,3,1.0,4.0,"Vendo apartamento en Mirandela; sector residencial, seguro y tranquilo para vivir en familia, rodeado de parques y jardines, un lugar donde se tiene todo a la mano, a unos pasos del Centro comercial Santa Fe, zona financiera, clínicas, colegios de elite, universidades. Con excelentes vías: Autopista Norte, calles 187 y 170, Portal de norte y Estación calle 187, rutas alimentadoras, SITP, Apartamento de 75 m2. tres habitaciones con closet; habitación principal con baño privado, baño social, sala /comedor, cocina integral (estufa, horno y calentador a gas) zona de lavandería, Pisos en cerámica, baños con divisiones en vidrio.  iluminado, muy acogedor. Parqueadero propio independiente y cubierto. En conjunto cerrado con vigilancia 24 horas, 2 salones sociales, zona infantil, zonas verdes. LA MEJOR OPCIÓN PARA INVERTIR.",finca_raiz,2024-06-14 19:10:49.611
10649969,899000000,0,4.724944799999999,-74.0335169,165.0,3,4,0,30.0,,2,2.0,4.0,"Casa en un lote de 143,7 m2. En el primer nivel cuenta con Sala - Comedor con chimenea, alcoba, estudio, cocina, patio de ropas y cuarto de servicio. Bella escalera para subir al segundo nivel donde encuentra 3 alcobas y 1 baño. En este nivel, 2 alcobas con vista al Oriente hacia una calle cerrada y un parque; 1 alcoba hacia el Oriente que es su frente. Ubicada en una zona muy comercial a una cuadra tanto de la carrera 9 como del calle 147. Parqueadero para 2 autos, uno de ellos cubierto, jardín. Estrato 4.",finca_raiz,2024-06-14 19:10:49.828
10321556,295000000,183000,4.7695357,-74.0503457,67.0,2,4,1,12.0,,0,1.0,3.0,"Casa en el sector de Mirandela , cerca al centro comercial Santa fe, , Facil acceso por la calle 183, autopsta Norte, Av . Boyacá, Crr 7. Buena infraestructura vial, Sitp a media cuadra, EstacionSanta fe a pocas cuadras, . Conjunto cerrado estrato 3 vigilancia 24/7 la casa consta de sala comedor, cocina Ropas, en el primer piso. En el segundo piso tiene una alcoba grande ,con closet, una pequeña y un baño , En el tercer piso tiene la alcoba principal con baño privado y una alcoba pequeña con altillo. Parqueadero propo",finca_raiz,2024-06-14 19:10:50.723
10892310,319000000,350000,4.7213296,-74.1320246,81.0,2,3,1,4.5,,6,1.0,4.0,"Se vende hermoso apto en Balcones de Granada 5, barrio Gran Granada. Vías de acceso calle 80 y calle 68. Centros comerciales cercanos, almacenes de cadena. Área de 81 mts (con balcón) piso 6, consta de 3 habitaciones, 2 baños, sala comedor, estudio, cocina integral, parqueadero propio descubierto, Valor del apartamento de 339 millones. Agenda tu cita al 305 910 36 52",finca_raiz,2024-06-14 19:10:56.767
10925309,860000000,849000,4.7225634045862,-74.048158858647,142.0,3,3,1,4.5,,5,2.0,5.0,"Apartamento duplex con terraza El apartamento tiene Área 103.49 metros más 38.20 metros terraza Años de construcción: 8 años5 piso interior Cuenta con sala comedor Cocina abierta con zona de lavandería independiente 3 alcobas 3 baños uno de ellos social Terraza privada con BBQ Doble parqueadero independiente 1 depósitoValor de la administración 848.700El edificio cuenta con salón social , gym , terraza bbq vigilancia 24 horas",finca_raiz,2024-06-14 19:10:57.135
10662849,360000000,400000,4.722460545191326,-74.13100105362882,76.0,2,3,1,4.5,,9,1.0,3.0,"HERMOSO Y MODERNO APTO EN GRAN GRANADA ( FRENTE A CIUDADELA COLSUBSIDO) 
 3 
ALCOBAS,  2 BAÑOS,  SALA-COMEDOR, ESTUDIO, COCINA INTEGRAL  A GAS, ZONA DE LAVANDERIA.   NOVENO PISO CON BALCÓN AMPLIO EN CONJUNTO CERRADO CON VIGILANCIA 
24/7.   ASCENSOR,  PARQUEADERO, SALÓN SOCIAL, ZONA DE NIÑOS.   CERCA A AUTOPISTA CALLE 80. ALMACÉN  EXITO, EASY.  TRANSPORTE  SITP A MEDIA CUADRA.",finca_raiz,2024-06-14 19:10:57.542
10914416,360000000,320000,4.699065627395,-74.085664448687,60.0,2,2,0,23.0,,3,1.0,4.0,"SE VENDE APARTAMENTO 

PARQUE LOS LAGARTOS 

 

conjunto residencial de 18 años de construcción 

Estrato 4

 

Apartamento de 60.43 metros 

Piso 3 exterior 

Consta de: 

* Sala comedor con balcón 

* Espacio para estudio o sala de estar 

* Cocina con zona de lavandería 

* 2 alcobas 

* 2 baños 

* 1 parqueadero descubierto

Conjunto con vigilancia las 24 horas 

Parqueaderos de visitantes 

Precio: $360.000.000 

Administración: $320.000",finca_raiz,2024-06-14 19:10:57.807
10892272,575000000,408000,4.7411587958725,-74.055285036171,94.0,2,3,0,4.5,,3,2.0,5.0,EN VENTA APARTAMENTO EN ALEJANDRÍA CLUB HOUSE🔹94m2🔹3 habitaciones 🔹2 Baños🔹Estudio🤓🔹Zona de ropas independiente🔹Antigüedad 8 años 🔹Cocina abierta🔹Balcón súper amplio 🔹Family Room o estudio 🤓 🔹piso 3  ☀️ 🔹2 Parqueaderos independientes 🔹Deposito 🏢🔐💰Valor admin $408 mil pesos 💰Precio 575’ mm negociables,finca_raiz,2024-06-14 19:10:58.050
10650946,710000000,0,4.6953767,-74.0767457,165.0,3,4,0,30.0,,1,3.0,4.0,"Casa tradicional ubicada en la calle 99 con cra 70 Nuevo Monterrey, cuenta con amplios espacios y excelente iluminación, consta de: Primer Nivel: Garaje para tres vehículos, sala con chimenea, comedor independiente, baño social, cocina integral, cuarto de servicio con baño, patio cubierto con zona de lavandería y deposito. Segundo nivel; 4 habitaciones, estudio o estar de TV, mueble de linos, baño de alcobas , alcoba principal con baño.

El barrio Nuevo Monterrey colinda con el barrio Morato y La Floresta, cercano a Avenida Boyacá y Avenida Suba. Cerca a Centros comerciales, parques, zonas verdes y transporte publico.",finca_raiz,2024-06-14 19:10:58.508
10836820,173000000,117000,4.595617799999999,-74.172172,47.0,1,2,1,4.5,,0,0.0,2.0,"Apartamento en piso 22, lindo apartamento, totalmente terminado, libre de afectaciones, acabados modernos, cocina integral, techos en PVC.",finca_raiz,2024-06-14 19:10:59.023
10603297,280000000,290000,4.707127999999999,-74.119818,60.0,2,3,1,12.0,,4,1.0,3.0,"VENTA APARTAMENTO ALAMOS MF341

60m²

Interior con vista Sala comedor 3 Habitaciones principal con baño privado, vestier y balcon, 2 Baños completos, Cocina integral abierta con barra, Zona de lavanderia, Parqueadero cubierto.

ubicado en conjunto cerrado con vigilancia privada, circuito cerrado de tv, bicicletero, parqueadero para visitantes, ascensor a medios pisos, salon social.",finca_raiz,2024-06-14 19:10:59.249
10975583,190000000,97500,4.527547088334264,-74.1148426151001,52.0,2,3,1,12.0,,6,0.0,2.0,"Hermoso apartamento exterior de 52 M2 exterior en sexto piso. Este apartamento fue completamente remodelado hace un año. Cuenta con 3 habitaciones cada una con closet y la habitación principal tiene baño privado. Sala - comedor amplia muy iluminada, baño social, cocina integral, calentador a gas, zona de lavandería. Es una gran oportunidad, está listo para mudarse, no requiere ningún arreglo o remodelación, los acabados no se comparan con ningún otro apartamento del sector. A pocas cuadras del Portal de Usme, del Centro Comercial Altavista y del CAI de Santa Marta. Se encuentra ubicado frente al Parque Tercer Milenio en el Conjunto Residencial Quintas del Portal 5.",finca_raiz,2024-06-14 19:10:59.758
10816236,750000000,711000,4.6139818,-74.0657733,107.0,2,3,1,30.0,,2,1.0,4.0,"REMODELADO 107M2 ubicado en sitio estratégico, muy central, La Macarena. Piso 2 vista exterior

Consta de salacomedor en un solo ambiente, con chimenea a gas de 2m, cocina integral mixta, zona de lavandería independiente, calentador paso gas, hall habitaciones, baño social con ducha para las 2 habitaciones secundarias. Habitación principal con baño privado con doble lavamanos y doble ducha. Las habitaciones cuentas con closets con muy buena capacidad.

Piso en madera parquet. 1 garaje comunal asignado. No depósito. Ascensor y portería.

 

El apartamento está ubicado cerca al Centro Histórico, Universidades, colegios, centros comerciales y de negocios, instituciones financieras, aeropuerto, restaurantes, teatros, sitios de interés cultural y turístico. Magníficas vías de acceso, transporte público.",finca_raiz,2024-06-14 19:11:00.050
10919487,610000000,600000,4.69424535,-74.060608872888,124.0,3,3,1,23.0,,2,2.0,5.0,"Vendo apartamento totalmente remodelado Pasadena ☀️🌸
Área 124mts 
Piso 4 
Estrato 5 
3 habitaciones 
3 Baños 
Sala comedor
Chimenea 
Estudio o estar de tv 
Cocina integral tipo americano 
2 parqueaderos independientes
Depósito 
Vista interior y exterior 

Salón social 
Sin ascensor
Precio administración$600.000
Precio venta $610 millones ☀️🌸",finca_raiz,2024-06-14 19:11:00.272
10457594,720000000,752000,4.6413203791072,-74.058004029149,107.0,3,2,0,30.0,,2,2.0,5.0,"Vendemos 107m2 con maravillosa vista hacia occidente de Bogotá, barrio exclusivo, residencial, El Castillo. con remodelaciones en baños y cocina

Consta de Sala comedor con chimenea, baño social, cocina integral abierta, estufa gas, calentador paso eléctrico con opción de instalar calentador gas, lavandería independiente, estudio que puede usarse como alcoba, 2 habitaciones, la principal con baño privado, baño para segunda habitación ubicado en corredor.

Piso madera incienso

2 parqueaderos en línea, depósito

Vigilancia 24h",finca_raiz,2024-06-14 19:11:00.606
10526581,630000000,636000,4.693724400961746,-74.06011663016358,84.0,3,3,1,4.5,,2,2.0,5.0,"Excelente apartamento, 84 m2, Interior Segundo piso, iluminación natural, sala comedor con chimenea, balcón, pisos en madera laminada, 3 alcobas, 3 baños, cocina integral abierta, instalación a gas, zona de lavandería indep, 2 parqueaderos en línea y depósito. El edificio cuenta con salón comunal, parque infantil, gimnasio, terraza bbq, seguridad 24hrs. Sector residencial con numerosos sitios de interés, parques cercanos, supermercados y bancos. Vías de acceso principales como la Autopista norte, la av 116, la av Cll 100, Av suba.",finca_raiz,2024-06-14 19:11:00.811
10562545,1335000000,570000,4.650399699999999,-74.11144759999999,140.0,3,4,1,12.0,,10,2.0,4.0,"Ubicado estratégicamente en la zona de Salitre Occidental cerca de TM y con buenas vías de acceso. A pocas cuadras de Gran Estación y Salitre Plaza, el aeropuerto y fácil movilización al Centro de la ciudad por la calle 26. En el hermosísimo conjunto residencial Salitre Club, ofrecemos en VENTA o PERMUTA, espectacular apartamento duplex, EXTERIOR, esquinero en piso 10 con excelente iluminación y armoniosos espacios. En su primer nivel se encuentran la sala amplia con chimenea y el comedor, una habitación con baño y vestier, segunda habitación, baño social  y linda cocina cerrada con zona de lavandería. En el segundo nivel la habitación principal con baño y vestier , estudio y cuarta habitación con vista a la terraza que está cubierta con domo corredizo y ventanas en toda su extensión. La terraza amplia y confortable con vista panorámica a la ciudad, cuenta con bbq., jacuzzi y piso en madera de teca. El apartamento tiene dos parqueaderos en línea y tres depósitos en sótano. La Urbanización residencial Club House ofrece vigilancia 24/7 piscina y cancha múltiple, gimnasio, senderos peatonales al rededor del conjunto, cancha de tenis profesional, salón de juegos para niños, jardines y plazoletas. EXCELENTE PRECIO y ADMINISTRACIÓN ECONÓMICA.",finca_raiz,2024-06-14 19:11:01.287
10463305,550000000,675000,4.6498185,-74.0598301,100.0,2,3,1,30.0,,2,1.0,4.0,"Apartamento para Venta en el sector de Chapinero Central. Excelente ubicación, amplio, iluminado, con vista exterior, consta de sala comedor, cocina abierta, tres habitaciones, la principal con Vestier y baño con tina, 1 garaje cubierto independiente. Buenas vías de acceso como lo son las calle 65 y 67, carreras 7 y 9. Facilidad de transporte público, cerca a paradas de Sitp y a unas calles de transmilenio.",finca_raiz,2024-06-14 19:11:01.499
10563403,440000000,349000,4.7496787,-74.06157329999999,90.0,2,3,1,12.0,,1,1.0,4.0,"Excelente apartamento en primer piso con patio de 15 metros aproximados y balcón, 3 alcobas, principal con vestier y baño privado, baño auxiliar, sala y comedor, estudio, garaje cubierto, luz, sol, vista exterior.

Sector recursivo, cerca a comercio y servicios, transporte publico, excelente y funcional CLUB HOUSE con PISCINA, GIMNASIO, SALONES JUEGOS, SALÓN SOCIAL, PORTERÍA, RECEPCIÓN, PARQUEADERO VISITANTES.",finca_raiz,2024-06-14 19:11:01.737
10628791,107000000,60000,4.611108,-74.2066679,38.0,1,2,1,23.0,,0,0.0,3.0,"EXCELENTE OPORTUNIDAD, CASA DE 3 PISOS  Y OPCIÓN DE UN 4TO PISO. EL INMUEBLE CONSTA DE SALA-COMEDOR, COCINA,  ZONA DE ROPAS, 2 ALCOBAS Y 1 BAÑO SOCIAL, CUENTA CON UN COSTANTE SERVICIO DE TRANSPORTE PÚBLICO, EL CONJUNTO TIENE ZONAS VERDES. LLÁMANOS YA...... F-2 N°004-2024",finca_raiz,2024-06-14 19:11:02.204
10811584,349000000,561000,4.714,-74.036,62.0,2,2,1,23.0,Bueno,0,1.0,5.0,"En edificio tradicional, piso 4 exterior, remodelado, excelente apto de 2 alcobas con muy buenos y amplios closet, la principal con baño propio y otro baño completo, amplia zona social con chimenea, ventana de piso a techo con  vista hacia el campo de golf del Country club, cocina abierta a la zona social, moderna y  con grandes espacios de almacenamiento,   lavandería con ventilación natural y lavadero, los pisos en porcelanato claro, 1 garaje, el edificio tiene vigilancia 24/7, ascensor y numerosos parqueaderos de visitantes, estrato 5, muy cerca al Exito Wow, en un sector con parques, transporte publico y numerosas vías de acceso.",finca_raiz,2024-06-14 19:11:02.431
7059692,420000000,420000,4.747631549835205,-74.02539825439453,69.0,2,3,1,1.0,Excelente,10,1.0,4.0,"NO COMISIONISTAS. Se VENDE hermoso Apartamento CLUB HOUSECll 170!  Sol de mañana y tarde!  3 habitaciones. Estudio. 2 baños completos. Habitación principal con walking closet. Acogedora Sala comedor con balcón.  Cocina abierta tipo americano. Garaje Cubierto. Amplio Depósito. Gimnasio,  piscina,  salón social,  salón niños,  parque infantil y Terraza BBQ. 3 ascensores. Cercano a colegios,  Universidades,  Centros médicos. Zona de Alta Valorización! INVERSIONISTAS! Precio Negociable!! Piso 10 y 11!.",finca_raiz,2024-06-14 19:11:03.007
10731507,250000000,250000,4.7299411,-74.0573593,49.0,1,2,1,23.0,,4,1.0,4.0,"Ubicado en el tradicional Conjunto Residencial Santa Helena de Baviera, cerca de la autopista norte, estaciones de TM., cerca de centros comerciales, empresariales y bancarios como Centro Comercial Parque La Colina, Mazurén, Exito 153. Ofrecemos en VENTA lindo apartamento de 48m2 en cuarto piso exterior en el interior10. El espacio perfectamente distribuido y  con excelente iluminación tiene sala comedor, cocina cerrada con espacio y conexión para lavadora, dos habitaciones con clóset, un baño y un parqueadero cubierto. El Conjunto ofrece zonas verdes, parque para niños, salón social, vigilancia permanente y CCTV.  EXCELENTE PRECIO!",finca_raiz,2024-06-14 19:11:03.383
10342408,1250000000,1000000,4.6733711,-74.0497609,165.0,4,4,1,30.0,,2,2.0,6.0,"Ubicado en la exclusividad del tradicional barrio Chicó en Bogotá, con fácil acceso por las calles 90 y 92, las carreras 15, 11 y 9º muy cerca del Parque El Virrey, restaurantes, iglesias , centros empresariales y sitios culturales. Ofrecemos espectacular y clásico apartamento de 165m2, esquinero y muy iluminado en piso segundo exterior, un solo apartamento por piso. Con espacios amplios y confortables perfectamente distribuidos, encontramos a la entrada el hall de recibo con piso en mármol y baño social; a la izquierda la cocina cerrada, cuarto y baño de servicio y la zona de lavandería para remodelar; sala y comedor independientes con muebles empotrados en cedro y piso en granadillo. En el área privada son tres habitaciones todas con excelente iluminación y linda vista, la principal con vestier doble y baño, baño de habitaciones y estudio. El apartamento tiene dos parqueaderos independientes. El edificio ofrece vigilancia permanente, salón social y parqueaderos de visitantes.",finca_raiz,2024-06-14 19:11:03.592
10855255,690000000,590000,4.7078221,-74.06315049999999,124.0,4,3,1,23.0,,3,2.0,5.0,"Excelente apartamento DUPLEX de 124.37 mts,  en piso 2o. y 3o. exterior, en estrato 5, consta de Primer nivel: sala comedor con chimenea y balcon, baño social, cocina cerrada a gas, zona de lavanderia independiente, cuarto y baño de servicio. Segundo Nivel: 3 habitaciones, la pricipal con baño privado vestier y balcon, 2 habitaciones comparten 1 baño. 2garajes en linea y 1 deposito. El conjunto tiene gimnasio, cancha de tenis, cancha de squash, cancha de basketball,  parque infantil, salon social, vigilancia 24/7 y parqueadero de visitantes.  LIBRE SIN HIPOTECA. Admirelo",finca_raiz,2024-06-14 19:11:03.796
10723833,415000000,300000,4.7528029,-74.067459,82.0,3,3,1,30.0,,4,1.0,4.0,"Hermoso Apartamento completamente remodelado, sol de mañana, en piso 4, acceso por escalera, con  vista verde, cocina cerrada con lavavajillas y zona de lavandería independiente, sala comedor con chimenea, tres habitaciones (Dos de ellas con baño privado), tres baños en total, un  parqueadero. Conjunto rodeado en su interior y exterior de naturaleza, a una cuadra de la Boyacá, a dos cuadras del MaryMount, zona residencial y estratégica. El conjunto cuenta con amplias zonas verdes, gimnasio, parque privado con cancha múltiple, zona infantil, sendero peatonal, salones sociales y parqueaderos de visitantes. Muy cerca a lugares especiales como son: Clinica la Colina, Centro Comercial Parque de la Colina, Supermercados de cadena, entre otros.",finca_raiz,2024-06-14 19:11:04.093
10917264,400000000,415000,4.7482964,-74.0487433,70.0,2,3,0,4.5,,2,1.0,3.0,"Apartamento exterior con balcón amplio para comedor auxiliar.  
3 alcobas, la principal con baño privado y walking closet. 
Estudio ☀️✅
Sala comedor, cocina tipo americano 
espacio para lavadora y secadora. 
1 garaje y 1 depósito. 
Totalmente iluminado.

Medio piso arriba del primer nivel. Apto con vista al parque

Área con transporte, colegios y centros comerciales a pocos metros.
Precio $400 millones 
Precio administración $415.000✅🌻",finca_raiz,2024-06-14 19:11:04.423
10974800,272000000,212000,4.7200316,-74.11505199999999,70.0,2,3,1,23.0,,4,1.0,3.0,"Apartamento remodelado en venta de 70m2, con vista interior, excelente iluminación, ubicado a pocos metros de la calle 80. Acceso por escaleras, parqueadero propio. Consta de 3 habitaciones con closet, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en las habitaciones  y en zona social y piso cerámico en cocina y baños. El conjunto cuenta con salón comunal, parque infantil, bicicleteros, zona BBQ y vigilancia privada las 24 horas. Cerca a centro comercial Unicentro de Occidente; cerca a almacenes de cadena como Colsubsidio, Éxito, D1 y Ara; cerca a colegio Colsubsidio Ciudadela; cerca a estación de Transmilenio Portal 80, paraderos del SITP y rutas Alimentadoras; Vías de acceso por Calle 80 y Carrera 110.",finca_raiz,2024-06-14 19:11:04.708
10676710,520000000,1000000,4.6812929,-74.052356,110.0,4,4,1,30.0,,2,2.0,6.0,"Con linda y estratégica ubicación, rodeado de parques, cerca de la zona empresarial y cultural del Chicó, restaurantes y comercio exclusivo; con fácil acceso por las carreras 7, 9, 19 y 15 y calles 92, 94 y 95. Ofrecemos en VENTA lindo, espacioso e iluminado apartamento en segundo piso exterior, con área de 110m2 mas TERRAZA. Es un espacio cálido y confortable con sala y comedor con chimenea, TRES habitaciones la principal con vestier y baño, baño de habitaciones y baño social; cuarto y baño de servicio y amplísima cocina cerrada con zona de lavandería; hall de alcobas y TERRAZA con salida desde las habitaciones. Dos parqueaderos independientes y depósito. El edificio tiene vigilancia 24 horas y salón social.   EXCELENTE PRECIO!!",finca_raiz,2024-06-14 19:11:04.930
10881916,795000000,773000,4.70306,-74.0274484,118.0,3,3,1,23.0,,8,2.0,5.0,"Espectacular e iluminado apartamento en conjunto cerrado. Tres alcobas mas alcoba de servicio, vestier y baño privado en la alcoba principal, baño compartido para las alcobas auxiliares, baño social y baño de servicio, sala de TV, dos balcones con excelente vista a la ciudad y la montaña, muy iluminado, excelentes acabados en perfecto estado, dos garajes en línea y depósito. El Conjunto Residencial Camino del Country cuenta con amenidades tales como, piscina, cacha de squash, baño turco y sauna, GYM dotado, terraza BBQ, salón comunal, parques infantiles, parque para mascotas, jardines. Ubicación privilegiada a pocas cuadras del centro histórico de Usaquén.",finca_raiz,2024-06-14 19:11:05.389
10593378,690000000,795000,4.6942629,-74.051998,130.0,4,3,1,23.0,,5,2.0,6.0,"Excelente Ubicación. Hermoso apartamento dúplex de 130,8 M2 de 3 habitaciones cada una con baño privado y balcón. El apartamento es muy iluminado, los baños de las habitaciones del segundo piso tiene mucha luz natural.

En el primer piso, encontramos sala comedor, chimenea, cocina integral, baño social, estudio, zona de lavandería, cuarto de servicio, un depósito y baño de servicio. 
En el segundo piso, encontramos 3 habitaciones, cada una con baño privado y una pequeña terraza en cada habitación.

El apartamento tiene depósito y dos parqueaderos cómodos en línea. 

El inmueble está muy bien ubicado, cerca de la carrera 19 y de la autopista norte.",finca_raiz,2024-06-14 19:11:05.754
